-1.48813494052071,-0.0995906532876598,-0.0500779902785642
-1.48813494022408,-0.09959065365818,-0.0500779902046741
-1.48813494081733,-0.0995906529177894,-0.0500779676144464
-1.4881349408175,-0.0995906529183872,-0.0500779903510464
-1.48813494096601,-0.0995906529184255,-0.0500779902025047
-1.48813494081738,-0.0995906529165669,-0.0500779676156268
-1.48813494052065,-0.0995906532870744,-0.0500779675418504
-1.4881349404021,-0.0995906532882452,-0.0500779903521876
-1.48813494044632,-0.0995906532876605,-0.050077967615588
-1.48813494014976,-0.099590653658766,-0.0500779902784116
-1.48813494000107,-0.0995906536556725,-0.0500779676928279
-1.48813494089162,-0.0995906529184259,-0.0500779675395285
-1.48813493970432,-0.0995906540292106,-0.0500779903534046
-1.48813494029778,-0.0995906532863622,-0.0500779677654239
-1.48813493992682,-0.0995906536568441,-0.0500779905032792
-1.48813494014966,-0.0995906536569205,-0.050077967542992
-1.48813494081738,-0.0995906529165669,-0.0500779676156268
-1.48813494029784,-0.0995906538306265,-0.0500779672211055
-1.48813494081713,-0.0995906530919922,-0.0500779901778152
-1.48813493973394,-0.0995906541991357,-0.0500779673720828
-1.48813493936339,-0.0995906543964987,-0.0500779675452748
-1.48813494010571,-0.0995906536572287,-0.0500779902795916
-1.48813493957123,-0.0995906542011266,-0.0500779901813525
-1.48813494059623,-0.0995906529156719,-0.0500779676156246
-1.48813493986978,-0.0995906538303358,-0.0500779900315533
-1.48813493908517,-0.0995906540254672,-0.0500779903545792
-1.48813493879121,-0.099590654024403,-0.0500779674681392
-1.48813493909278,-0.099590652738135,-0.0500779677867088
-1.48813493841809,-0.0995906525375893,-0.0500779902002691
-1.48813493657572,-0.099590652332268,-0.0500779902495646
-1.48813493438715,-0.0995906512102985,-0.0500779673588324
-1.48813492938053,-0.0995906501016552,-0.0500779677009393
-1.48813492113425,-0.0995906487618539,-0.0500779902544304
-1.48813490879253,-0.099590644630671,-0.0500779674254358
-1.48813488639106,-0.0995906391761457,-0.0500779900855843
-1.48813485050652,-0.0995906282511718,-0.0500779669510529
-1.48813478797824,-0.0995906111382383,-0.0500779667450209
-1.48813470600354,-0.0995905902143166,-0.0500779886861864
-1.48813460857738,-0.0995905623778496,-0.0500779881827409
-1.48813449326614,-0.0995905307584948,-0.0500779873648627
-1.48813436036597,-0.0995904946200514,-0.0500779866725735
-1.48813421072365,-0.0995904535952151,-0.0500780083193755
-1.48813404456165,-0.099590406763471,-0.0500780075285744
-1.48813386036599,-0.0995903561522801,-0.050078006568463
-1.48813365887806,-0.0995903013669605,-0.0500780050923419
-1.48813344146506,-0.099590240236454,-0.0500780265970154
-1.48813320537907,-0.099590176213797,-0.0500780249026327
-1.48813295308685,-0.0995901064101127,-0.0500780459948689
-1.48813268326544,-0.0995900317167923,-0.0500780446973273
-1.48813239667179,-0.0995899524780336,-0.0500780427350533
-1.48813209118501,-0.0995898700252459,-0.0500780635904818
-1.48813177063333,-0.0995897808339052,-0.0500780615295829
-1.48813143155928,-0.0995896882323443,-0.0500780821118142
-1.48813107621895,-0.0995895899961222,-0.0500781025237496
-1.48813070284521,-0.0995894877835668,-0.0500781002256428
-1.48813031388856,-0.0995893793973302,-0.0500781204390793
-1.48812990633623,-0.0995892672516082,-0.0500781182434962
-1.48812948204199,-0.0995891503645384,-0.050078138241708
-1.48812904108165,-0.0995890280423837,-0.0500781583142773
-1.48812858189695,-0.0995889023085186,-0.0500781779961037
-1.48812810582247,-0.0995887714886861,-0.0500781748894709
-1.48812761337995,-0.0995886346840064,-0.0500781948462745
-1.48812710290558,-0.0995884942745633,-0.0500782144572747
-1.48812657631503,-0.0995883482315298,-0.0500782337468149
-1.48812603112896,-0.0995881989515522,-0.0500782301046266
-1.48812546976812,-0.0995880433176807,-0.0500782497460569
-1.48812489143083,-0.0995878833374622,-0.0500782685946295
-1.48812429506239,-0.0995877193763691,-0.0500782874728224
-1.48812368124374,-0.0995875505432832,-0.0500783066019796
-1.48812305209547,-0.09958737531651,-0.0500783254276149
-1.48812240405797,-0.0995871970675032,-0.0500783441378962
-1.48812173957858,-0.0995870133584328,-0.0500783627233025
